taxa,FALSE,TRUE,prop
Ribautodelphax imitans,29463,4,0.0135745070757118
Riccardia chamedryfolia,29463,4,0.0135745070757118
Rubus spectabilis,29463,4,0.0135745070757118
Rumex maritimus,29463,4,0.0135745070757118
Russula betularum,29463,4,0.0135745070757118
Russula fragilis,29463,4,0.0135745070757118
Sabella pavonina,29463,4,0.0135745070757118
Salix pentandra,29463,4,0.0135745070757118
Salix triandra,29463,4,0.0135745070757118
Sarcogyne regularis,29463,4,0.0135745070757118
Sarcophaga incisilobata,29463,4,0.0135745070757118
Sarcophaga melanura,29463,4,0.0135745070757118
Sarcophaga pumila,29463,4,0.0135745070757118
Sarcophaga variegata,29463,4,0.0135745070757118
Scatella lacustris,29463,4,0.0135745070757118
Schrankia costaestrigalis,29463,4,0.0135745070757118
Scopula marginepunctata,29463,4,0.0135745070757118
Scrobicularia plana,29463,4,0.0135745070757118
Sedum kamtschaticum,29463,4,0.0135745070757118
Sedum telephium,29463,4,0.0135745070757118
Selandria serva,29463,4,0.0135745070757118
Sermylassa halensis,29463,4,0.0135745070757118
Sesia bembeciformis,29463,4,0.0135745070757118
Sialis lutaria,29463,4,0.0135745070757118
Sigara fossarum,29463,4,0.0135745070757118
Siphona geniculata,29463,4,0.0135745070757118
Sitona cylindricollis,29463,4,0.0135745070757118
Sitona hispidulus,29463,4,0.0135745070757118
Spartina anglica,29463,4,0.0135745070757118
Sphaeridium lunatum,29463,4,0.0135745070757118
Sphaeridium scarabaeoides,29463,4,0.0135745070757118
Sphaerium lacustre,29463,4,0.0135745070757118
Spirobranchus triqueter,29463,4,0.0135745070757118
Spisula subtruncata,29463,4,0.0135745070757118
Stenodema holsata,29463,4,0.0135745070757118
Stenolophus mixtus,29463,4,0.0135745070757118
Stenus juno,29463,4,0.0135745070757118
Stenus ossium,29463,4,0.0135745070757118
Stenus similis,29463,4,0.0135745070757118
Stercorarius parasiticus,29463,4,0.0135745070757118
Stereocaulon vesuvianum,29463,4,0.0135745070757118
Stereum rameale,29463,4,0.0135745070757118
Sternula albifrons,29463,4,0.0135745070757118
Stictopleurus abutilon,29463,4,0.0135745070757118
Stigmella anomalella,29463,4,0.0135745070757118
Stigmella lemniscella,29463,4,0.0135745070757118
Stigmella plagicolella,29463,4,0.0135745070757118
Stigmus solskyi,29463,4,0.0135745070757118
Stomorhina lunata,29463,4,0.0135745070757118
Stomoxys calcitrans,29463,4,0.0135745070757118
Suberites ficus,29463,4,0.0135745070757118
Suillia affinis,29463,4,0.0135745070757118
Sunira circellaris,29463,4,0.0135745070757118
Taphrina crataegi,29463,4,0.0135745070757118
Tatianaerhynchites aequatus,29463,4,0.0135745070757118
Tegenaria silvestris,29463,4,0.0135745070757118
Tephritis formosa,29463,4,0.0135745070757118
Thelephora terrestris,29463,4,0.0135745070757118
Tipula fascipennis,29463,4,0.0135745070757118
Tipula lateralis,29463,4,0.0135745070757118
Tischeria ekebladella,29463,4,0.0135745070757118
Tomocerus minor,29463,4,0.0135745070757118
Toninia aromatica,29463,4,0.0135745070757118
Tortula marginata,29463,4,0.0135745070757118
Trechus quadristriatus,29463,4,0.0135745070757118
Tricellaria inopinata,29463,4,0.0135745070757118
Tricholauxania praeusta,29463,4,0.0135745070757118
Triphosa dubitata,29463,4,0.0135745070757118
Tritia incrassata,29463,4,0.0135745070757118
Tsuga heterophylla,29463,4,0.0135745070757118
Tychius meliloti,29463,4,0.0135745070757118
Typha angustifolia,29463,4,0.0135745070757118
Udea ferrugalis,29463,4,0.0135745070757118
Ulota crispa,29463,4,0.0135745070757118
Urocerus gigas,29463,4,0.0135745070757118
Valvata piscinalis,29463,4,0.0135745070757118
Velia caprai,29463,4,0.0135745070757118
Verbascum pulverulentum,29463,4,0.0135745070757118
Verrucaria elaeina,29463,4,0.0135745070757118
Watsonalla binaria,29463,4,0.0135745070757118
Xanthoria calcicola,29463,4,0.0135745070757118
Xeroplexa intersecta,29463,4,0.0135745070757118
Xylota sylvarum,29463,4,0.0135745070757118
Yponomeuta cagnagella,29463,4,0.0135745070757118
Zirfaea crispata,29463,4,0.0135745070757118
Zophomyia temula,29463,4,0.0135745070757118
Abra alba,29464,3,0.0101808803067839
Acanthodoris pilosa,29464,3,0.0101808803067839
Aceria aceriscampestris,29464,3,0.0101808803067839
Aceria erinea,29464,3,0.0101808803067839
Aceria nervisequa,29464,3,0.0101808803067839
Acleris sparsana,29464,3,0.0101808803067839
Acorus calamus,29464,3,0.0101808803067839
Acrossus rufipes,29464,3,0.0101808803067839
Aculops fuchsiae,29464,3,0.0101808803067839
Aculus tetanothrix,29464,3,0.0101808803067839
Acupalpus exiguus,29464,3,0.0101808803067839
Aethes smeathmanniana,29464,3,0.0101808803067839
Agabus sturmii,29464,3,0.0101808803067839
Agaricus arvensis,29464,3,0.0101808803067839
Agaricus bitorquis,29464,3,0.0101808803067839
Agaricus dulcidulus,29464,3,0.0101808803067839
Aglaostigma fulvipes,29464,3,0.0101808803067839
Agnocoris reclairei,29464,3,0.0101808803067839
Agonimia tristicula,29464,3,0.0101808803067839
Agonum emarginatum,29464,3,0.0101808803067839
Agonum thoreyi,29464,3,0.0101808803067839
Agriphila latistria,29464,3,0.0101808803067839
Agromyza nana,29464,3,0.0101808803067839
Agrostemma githago,29464,3,0.0101808803067839
Agrostis vinealis,29464,3,0.0101808803067839
Aix sponsa,29464,3,0.0101808803067839
Alcyonidium diaphanum,29464,3,0.0101808803067839
Alyssum saxatile,29464,3,0.0101808803067839
Amanita vaginata,29464,3,0.0101808803067839
Amara eurynota,29464,3,0.0101808803067839
Amara plebeja,29464,3,0.0101808803067839
Amara tibialis,29464,3,0.0101808803067839
Amauromyza flavifrons,29464,3,0.0101808803067839
Amblytylus nasutus,29464,3,0.0101808803067839
Ambrosia artemisiifolia,29464,3,0.0101808803067839
Amphilectus fucorum,29464,3,0.0101808803067839
Anasimyia contracta,29464,3,0.0101808803067839
Anaspis regimbarti,29464,3,0.0101808803067839
Anax parthenope,29464,3,0.0101808803067839
Anchomenus dorsalis,29464,3,0.0101808803067839
Anchoscelis litura,29464,3,0.0101808803067839
Andrena tibialis,29464,3,0.0101808803067839
Andrena wilkella,29464,3,0.0101808803067839
Andricus lignicola,29464,3,0.0101808803067839
Aphis fabae,29464,3,0.0101808803067839
Aphodius pedellus,29464,3,0.0101808803067839
Aphthona euphorbiae,29464,3,0.0101808803067839
Aporrectodea longa,29464,3,0.0101808803067839
Archarius salicivorus,29464,3,0.0101808803067839
Arctica islandica,29464,3,0.0101808803067839
Ardea alba,29464,3,0.0101808803067839
Argynnis paphia,29464,3,0.0101808803067839
Argyresthia cupressella,29464,3,0.0101808803067839
Arrhenia retiruga,29464,3,0.0101808803067839
Asiraca clavicornis,29464,3,0.0101808803067839
Aster tripolium,29464,3,0.0101808803067839
Asterocarpa humilis,29464,3,0.0101808803067839
Aucuba japonica,29464,3,0.0101808803067839
Balanus crenatus,29464,3,0.0101808803067839
Barbarea intermedia,29464,3,0.0101808803067839
Barbastella barbastellus,29464,3,0.0101808803067839
Barbatula barbatula,29464,3,0.0101808803067839
Barnea candida,29464,3,0.0101808803067839
Bembidion obtusum,29464,3,0.0101808803067839
Bisporella citrina,29464,3,0.0101808803067839
Boletus badius,29464,3,0.0101808803067839
Boletus pulverulentus,29464,3,0.0101808803067839
Bombylius discolor,29464,3,0.0101808803067839
Botanophila brunneilinea,29464,3,0.0101808803067839
Brachypera zoilus,29464,3,0.0101808803067839
Brachypterus urticae,29464,3,0.0101808803067839
Brachythecium mildeanum,29464,3,0.0101808803067839
Branta ruficollis,29464,3,0.0101808803067839
Bromopsis erecta,29464,3,0.0101808803067839
Bubo bubo,29464,3,0.0101808803067839
Bucculatrix thoracella,29464,3,0.0101808803067839
Buellia griseovirens,29464,3,0.0101808803067839
Byrrhus pilula,29464,3,0.0101808803067839
Caenis horaria,29464,3,0.0101808803067839
Calidris minuta,29464,3,0.0101808803067839
Calliergon cordifolium,29464,3,0.0101808803067839
Caloplaca limonia,29464,3,0.0101808803067839
Caloptilia rufipennella,29464,3,0.0101808803067839
Caloptilia semifascia,29464,3,0.0101808803067839
Caloptilia stigmatella,29464,3,0.0101808803067839
Calypogeia muelleriana,29464,3,0.0101808803067839
Campanula patula,29464,3,0.0101808803067839
Cantharis figurata,29464,3,0.0101808803067839
Cantharis lateralis,29464,3,0.0101808803067839
Cantharis rufa,29464,3,0.0101808803067839
Caprella mutica,29464,3,0.0101808803067839
Carduus tenuiflorus,29464,3,0.0101808803067839
Carex aquatilis,29464,3,0.0101808803067839
Carex divulsa,29464,3,0.0101808803067839
Carex echinata,29464,3,0.0101808803067839
Catillaria lenticularis,29464,3,0.0101808803067839
Centaurea montana,29464,3,0.0101808803067839
Cercyon convexiusculus,29464,3,0.0101808803067839
Ceutorhynchus erysimi,29464,3,0.0101808803067839
Ceutorhynchus typhae,29464,3,0.0101808803067839
Cheilotrichia cinerascens,29464,3,0.0101808803067839
Cheumatopsyche lepida,29464,3,0.0101808803067839
Chorisops nagatomii,29464,3,0.0101808803067839
Chorisops tibialis,29464,3,0.0101808803067839
Chrysolina fastuosa,29464,3,0.0101808803067839
Chrysolina polita,29464,3,0.0101808803067839
Cilix glaucata,29464,3,0.0101808803067839
Cimbex connatus,29464,3,0.0101808803067839
Ciona intestinalis,29464,3,0.0101808803067839
Cis villosulus,29464,3,0.0101808803067839
Clavelina lepadiformis,29464,3,0.0101808803067839
Claviceps purpurea,29464,3,0.0101808803067839
Clinopodium acinos,29464,3,0.0101808803067839
Clitocybe vibecina,29464,3,0.0101808803067839
Clitostethus arcuatus,29464,3,0.0101808803067839
Clogmia albipunctata,29464,3,0.0101808803067839
Cochlicopa lubricella,29464,3,0.0101808803067839
Coenia palustris,29464,3,0.0101808803067839
Coleophora gryphipennella,29464,3,0.0101808803067839
Coleosporium tussilaginis,29464,3,0.0101808803067839
Collybia cookei,29464,3,0.0101808803067839
Colymbetes fuscus,29464,3,0.0101808803067839
Conistra ligula,29464,3,0.0101808803067839
Conocephalus dorsalis,29464,3,0.0101808803067839
Conocybe subovalis,29464,3,0.0101808803067839
Conomelus anceps,29464,3,0.0101808803067839
Corella eumyota,29464,3,0.0101808803067839
Coriomeris denticulatus,29464,3,0.0101808803067839
Cortaderia richardii,29464,3,0.0101808803067839
Corticarina minuta,29464,3,0.0101808803067839
Corylus colurna,29464,3,0.0101808803067839
Cossonus linearis,29464,3,0.0101808803067839
Cotoneaster bullatus,29464,3,0.0101808803067839
Cotoneaster conspicuus,29464,3,0.0101808803067839
Crepidotus variabilis,29464,3,0.0101808803067839
Crepidula fornicata,29464,3,0.0101808803067839
Crioceris asparagi,29464,3,0.0101808803067839
Crocus tommasinianus,29464,3,0.0101808803067839
Crocus vernus,29464,3,0.0101808803067839
Crossocerus capitosus,29464,3,0.0101808803067839
Crossocerus podagricus,29464,3,0.0101808803067839
Cryptomeria japonica,29464,3,0.0101808803067839
Ctenidium molluscum,29464,3,0.0101808803067839
Cyphoderus albinus,29464,3,0.0101808803067839
Dasineura pustulans,29464,3,0.0101808803067839
Dasineura ulmaria,29464,3,0.0101808803067839
Dasineura urticae,29464,3,0.0101808803067839
Dasysiphonia japonica,29464,3,0.0101808803067839
Dasytes plumbeus,29464,3,0.0101808803067839
Dendrocoelum lacteum,29464,3,0.0101808803067839
Depressaria radiella,29464,3,0.0101808803067839
Dermestes lardarius,29464,3,0.0101808803067839
Descurainia sophia,29464,3,0.0101808803067839
Dichetophora obliterata,29464,3,0.0101808803067839
Dichodontium pellucidum,29464,3,0.0101808803067839
Dichrorampha alpinana,29464,3,0.0101808803067839
Dicranophragma nemorale,29464,3,0.0101808803067839
Diplocephalus picinus,29464,3,0.0101808803067839
Diplotaxis tenuifolia,29464,3,0.0101808803067839
Dolerus ferrugatus,29464,3,0.0101808803067839
Dolerus nigratus,29464,3,0.0101808803067839
Dolichovespula media,29464,3,0.0101808803067839
Donacia simplex,29464,3,0.0101808803067839
Drepanosiphum platanoidis,29464,3,0.0101808803067839
Drymonia ruficornis,29464,3,0.0101808803067839
Dryomyza anilis,29464,3,0.0101808803067839
Dryophilocoris flavoquadrimaculatus,29464,3,0.0101808803067839
Dypterygia scabriuscula,29464,3,0.0101808803067839
Dyschirius globosus,29464,3,0.0101808803067839
Dysstroma citrata,29464,3,0.0101808803067839
Ectemnius sexcinctus,29464,3,0.0101808803067839
Ectoedemia occultella,29464,3,0.0101808803067839
Elaphrus cupreus,29464,3,0.0101808803067839
Electra pilosa,29464,3,0.0101808803067839
Eledone cirrhosa,29464,3,0.0101808803067839
Empis livida,29464,3,0.0101808803067839
Empis tessellata,29464,3,0.0101808803067839
Endothenia marginana,29464,3,0.0101808803067839
Entomobrya intermedia,29464,3,0.0101808803067839
Epermenia falciformis,29464,3,0.0101808803067839
Epiblema scutulana,29464,3,0.0101808803067839
Epinotia ramella,29464,3,0.0101808803067839
Epinotia tenerana,29464,3,0.0101808803067839
Epitrix pubescens,29464,3,0.0101808803067839
Epuraea aestiva,29464,3,0.0101808803067839
Equisetum sylvaticum,29464,3,0.0101808803067839
Eriocheir sinensis,29464,3,0.0101808803067839
Erophila glabrescens,29464,3,0.0101808803067839
Erysiphe circaeae,29464,3,0.0101808803067839
Erysiphe trifolii,29464,3,0.0101808803067839
Escallonia macrantha,29464,3,0.0101808803067839
Eudonia truncicolella,29464,3,0.0101808803067839
Eugnorisma glareosa,29464,3,0.0101808803067839
Eulithis testata,29464,3,0.0101808803067839
Eumerus funeralis,29464,3,0.0101808803067839
Eupithecia assimilata,29464,3,0.0101808803067839
Eupithecia subfuscata,29464,3,0.0101808803067839
Fannia fuscula,29464,3,0.0101808803067839
Fannia similis,29464,3,0.0101808803067839
Fannia sociella,29464,3,0.0101808803067839
Felis catus,29464,3,0.0101808803067839
Fenusa dohrnii,29464,3,0.0101808803067839
Ferrissia californica,29464,3,0.0101808803067839
Festuca ovina,29464,3,0.0101808803067839
Ficopomatus enigmaticus,29464,3,0.0101808803067839
Filago minima,29464,3,0.0101808803067839
Filipendula vulgaris,29464,3,0.0101808803067839
Flavoparmelia soredians,29464,3,0.0101808803067839
Flustra foliacea,29464,3,0.0101808803067839
Fomoria septembrella,29464,3,0.0101808803067839
Fratercula arctica,29464,3,0.0101808803067839
Fraxinus angustifolia,29464,3,0.0101808803067839
Fraxinus ornus,29464,3,0.0101808803067839
Fuscoporia ferruginosa,29464,3,0.0101808803067839
Galeruca tanaceti,29464,3,0.0101808803067839
Geranium endressii,29464,3,0.0101808803067839
Golovinomyces depressus,29464,3,0.0101808803067839
Graphomya minor,29464,3,0.0101808803067839
Graptodytes pictus,29464,3,0.0101808803067839
Gypsonoma dealbana,29464,3,0.0101808803067839
Gyraulus crista,29464,3,0.0101808803067839
Gyrinus substriatus,29464,3,0.0101808803067839
Haematopota crassicornis,29464,3,0.0101808803067839
Halidrys siliquosa,29464,3,0.0101808803067839
Haliplus flavicollis,29464,3,0.0101808803067839
Haliplus obliquus,29464,3,0.0101808803067839
Haliplus ruficollis,29464,3,0.0101808803067839
Haliplus sibiricus,29464,3,0.0101808803067839
Hapalopilus nidulans,29464,3,0.0101808803067839
Harpalus rubripes,29464,3,0.0101808803067839
Hartigiola annulipes,29464,3,0.0101808803067839
Hebecnema nigra,29464,3,0.0101808803067839
Hebecnema vespertina,29464,3,0.0101808803067839
Helictotrichon pubescens,29464,3,0.0101808803067839
Heliothis peltigera,29464,3,0.0101808803067839
Helobdella stagnalis,29464,3,0.0101808803067839
Helophilus hybridus,29464,3,0.0101808803067839
Helophorus obscurus,29464,3,0.0101808803067839
Hemimysis anomala,29464,3,0.0101808803067839
Hesperocorixa sahlbergi,29464,3,0.0101808803067839
Homalia trichomanoides,29464,3,0.0101808803067839
Homoeosoma sinuella,29464,3,0.0101808803067839
Hordeum vulgare,29464,3,0.0101808803067839
Hydrallmania falcata,29464,3,0.0101808803067839
Hydrobates leucorhous,29464,3,0.0101808803067839
Hydroporus planus,29464,3,0.0101808803067839
Hygrocybe ceracea,29464,3,0.0101808803067839
Hygrocybe coccinea,29464,3,0.0101808803067839
Hygrotus impressopunctatus,29464,3,0.0101808803067839
Hylocomium splendens,29464,3,0.0101808803067839
Hypocenomyce scalaris,29464,3,0.0101808803067839
Hypsopygia costalis,29464,3,0.0101808803067839
Idotea granulosa,29464,3,0.0101808803067839
Illosporiopsis christiansenii,29464,3,0.0101808803067839
Inocybe adaequata,29464,3,0.0101808803067839
Inocybe maculata,29464,3,0.0101808803067839
Inocybe napipes,29464,3,0.0101808803067839
Inocybe sindonia,29464,3,0.0101808803067839
Isolepis setacea,29464,3,0.0101808803067839
Jaera albifrons,29464,3,0.0101808803067839
Lanius excubitor,29464,3,0.0101808803067839
Lasioglossum malachurum,29464,3,0.0101808803067839
Lasioglossum villosulum,29464,3,0.0101808803067839
Lathraea clandestina,29464,3,0.0101808803067839
Lecidella carpathica,29464,3,0.0101808803067839
Leistus ferrugineus,29464,3,0.0101808803067839
Leistus spinibarbis,29464,3,0.0101808803067839
Lejeunea cavifolia,29464,3,0.0101808803067839
Lepidium heterophyllum,29464,3,0.0101808803067839
Lepidium latifolium,29464,3,0.0101808803067839
Leptologia lota,29464,3,0.0101808803067839
Leptura quadrifasciata,29464,3,0.0101808803067839
Lesteva longoelytrata,29464,3,0.0101808803067839
Leucoma salicis,29464,3,0.0101808803067839
Leuctra fusca,29464,3,0.0101808803067839
Lewinskya striata,29464,3,0.0101808803067839
Leymus arenarius,29464,3,0.0101808803067839
Limnoria lignorum,29464,3,0.0101808803067839
Limodromus assimilis,29464,3,0.0101808803067839
Linum perenne,29464,3,0.0101808803067839
Liopterus haemorrhoidalis,29464,3,0.0101808803067839
Liriomyza amoena,29464,3,0.0101808803067839
Liriomyza eupatorii,29464,3,0.0101808803067839
Liriomyza strigata,29464,3,0.0101808803067839
Lobularia maritima,29464,3,0.0101808803067839
Lomographa bimaculata,29464,3,0.0101808803067839
Longitarsus luridus,29464,3,0.0101808803067839
Lysichiton americanus,29464,3,0.0101808803067839
Macomangulus tenuis,29464,3,0.0101808803067839
Macrophya annulata,29464,3,0.0101808803067839
Macrophya montana,29464,3,0.0101808803067839
Macrotyphula fistulosa,29464,3,0.0101808803067839
Malacocoris chlorizans,29464,3,0.0101808803067839
Mecinus pyraster,29464,3,0.0101808803067839
Megalonotus chiragra,29464,3,0.0101808803067839
Meigenia mutabilis,29464,3,0.0101808803067839
Melanohalea elegantula,29464,3,0.0101808803067839
Meligethes nigrescens,29464,3,0.0101808803067839
Meliscaeva auricollis,29464,3,0.0101808803067839
Membranipora membranacea,29464,3,0.0101808803067839
Mesoptychia turbinata,29464,3,0.0101808803067839
Metzgeria consanguinea,29464,3,0.0101808803067839
Micarea denigrata,29464,3,0.0101808803067839
Miltogramma punctata,29464,3,0.0101808803067839
Mompha langiella,29464,3,0.0101808803067839
Muscina prolapsa,29464,3,0.0101808803067839
Mya truncata,29464,3,0.0101808803067839
Mycena corynephora,29464,3,0.0101808803067839
Mycena inclinata,29464,3,0.0101808803067839
Mycena olida,29464,3,0.0101808803067839
Myospila meditabunda,29464,3,0.0101808803067839
Myrmica ruginodis,29464,3,0.0101808803067839
Mythimna straminea,29464,3,0.0101808803067839
Nanophyes marmoratus,29464,3,0.0101808803067839
Nemotelus nigrinus,29464,3,0.0101808803067839
Neobulgaria pura,29464,3,0.0101808803067839
Neonectria coccinea,29464,3,0.0101808803067839
Nephrotoma cornicina,29464,3,0.0101808803067839
Neuroterus albipes,29464,3,0.0101808803067839
Neurotoma saltuum,29464,3,0.0101808803067839
Notaris acridulus,29464,3,0.0101808803067839
Notiphila cinerea,29464,3,0.0101808803067839
Notocelia trimaculana,29464,3,0.0101808803067839
Nysson trimaculatus,29464,3,0.0101808803067839
Ocypus olens,29464,3,0.0101808803067839
Odiellus spinosus,29464,3,0.0101808803067839
Oedothorax agrestis,29464,3,0.0101808803067839
Oligia strigilis,29464,3,0.0101808803067839
Ononis repens,29464,3,0.0101808803067839
Ophelimus maskelli,29464,3,0.0101808803067839
Ophiothrix fragilis,29464,3,0.0101808803067839
Ophonus schaubergerianus,29464,3,0.0101808803067839
Orchesia micans,29464,3,0.0101808803067839
Orchestes fagi,29464,3,0.0101808803067839
Orchestes quercus,29464,3,0.0101808803067839
Oreodytes sanmarkii,29464,3,0.0101808803067839
Oriolus oriolus,29464,3,0.0101808803067839
Orius niger,29464,3,0.0101808803067839
Orthocis alni,29464,3,0.0101808803067839
Orthosia gracilis,29464,3,0.0101808803067839
Orthotrichum tenellum,29464,3,0.0101808803067839
Oxystoma pomonae,29464,3,0.0101808803067839
Panaphis juglandis,29464,3,0.0101808803067839
Pantilius tunicatus,29464,3,0.0101808803067839
Paranchus albipes,29464,3,0.0101808803067839
Passaloecus gracilis,29464,3,0.0101808803067839
Passaloecus singularis,29464,3,0.0101808803067839
Patella pellucida,29464,3,0.0101808803067839
Pelenomus commari,29464,3,0.0101808803067839
Peniophora incarnata,29464,3,0.0101808803067839
Peniophora lycii,29464,3,0.0101808803067839
Peplomyza litura,29464,3,0.0101808803067839
Phacidium lauri,29464,3,0.0101808803067839
Phalangium opilio,29464,3,0.0101808803067839
Phalaris canariensis,29464,3,0.0101808803067839
Phalaropus fulicarius,29464,3,0.0101808803067839
Phigalia pilosaria,29464,3,0.0101808803067839
Philadelphus coronarius,29464,3,0.0101808803067839
Philonthus carbonarius,29464,3,0.0101808803067839
Pholiota aurivella,29464,3,0.0101808803067839
Phorcus lineatus,29464,3,0.0101808803067839
Phratora vulgatissima,29464,3,0.0101808803067839
Phyllactinia guttata,29464,3,0.0101808803067839
Phyllocnistis unipunctella,29464,3,0.0101808803067839
Phyllonorycter froelichiella,29464,3,0.0101808803067839
Phyllonorycter oxyacanthae,29464,3,0.0101808803067839
Phyllonorycter pastorella,29464,3,0.0101808803067839
Phyllonorycter ulmifoliella,29464,3,0.0101808803067839
Phyllotreta undulata,29464,3,0.0101808803067839
Physcia aipolia,29464,3,0.0101808803067839
Physcomitrium pyriforme,29464,3,0.0101808803067839
Physella gyrina,29464,3,0.0101808803067839
Pilosella flagellaris,29464,3,0.0101808803067839
Pipistrellus nathusii,29464,3,0.0101808803067839
Platalea leucorodia,29464,3,0.0101808803067839
Plateumaris sericea,29464,3,0.0101808803067839
Platycheirus clypeatus,29464,3,0.0101808803067839
Platyptilia gonodactyla,29464,3,0.0101808803067839
Pleuronectes platessa,29464,3,0.0101808803067839
Plocamium cartilagineum,29464,3,0.0101808803067839
Pluteus aurantiorugosus,29464,3,0.0101808803067839
Pluteus phlebophorus,29464,3,0.0101808803067839
Pluteus podospileus,29464,3,0.0101808803067839
Poa angustifolia,29464,3,0.0101808803067839
Pododesmus patelliformis,29464,3,0.0101808803067839
Podops inuncta,29464,3,0.0101808803067839
Poeciloneta variegata,29464,3,0.0101808803067839
Poecilus versicolor,29464,3,0.0101808803067839
Pogonocherus hispidus,29464,3,0.0101808803067839
Pogonognathellus longicornis,29464,3,0.0101808803067839
Pogonus chalceus,29464,3,0.0101808803067839
Pohlia wahlenbergii,29464,3,0.0101808803067839
Polemonium caeruleum,29464,3,0.0101808803067839
Polietes lardarius,29464,3,0.0101808803067839
Polydesmus angustus,29464,3,0.0101808803067839
Polyides rotunda,29464,3,0.0101808803067839
Polypodium vulgare,29464,3,0.0101808803067839
Polyporus tuberaster,29464,3,0.0101808803067839
Polysporina simplex,29464,3,0.0101808803067839
Pomatias elegans,29464,3,0.0101808803067839
Ponera coarctata,29464,3,0.0101808803067839
Porcellio spinicornis,29464,3,0.0101808803067839
Porella cordaeana,29464,3,0.0101808803067839
Porpidia crustulata,29464,3,0.0101808803067839
Portumnus latipes,29464,3,0.0101808803067839
Postia caesia,29464,3,0.0101808803067839
Postia stiptica,29464,3,0.0101808803067839
Potamogeton compressus,29464,3,0.0101808803067839
Prays fraxinella,29464,3,0.0101808803067839
Psallus ambiguus,29464,3,0.0101808803067839
Psammoecus bipunctatus,29464,3,0.0101808803067839
Psenulus schencki,29464,3,0.0101808803067839
Pseudanodonta complanata,29464,3,0.0101808803067839
Pseudocrossidium revolutum,29464,3,0.0101808803067839
Pseudovadonia livida,29464,3,0.0101808803067839
Puccinellia maritima,29464,3,0.0101808803067839
Puccinellia rupestris,29464,3,0.0101808803067839
Puccinia adoxae,29464,3,0.0101808803067839
Pucciniastrum epilobii,29464,3,0.0101808803067839
Pyralis farinalis,29464,3,0.0101808803067839
Pyrola minor,29464,3,0.0101808803067839
Quedius curtipennis,29464,3,0.0101808803067839
Ranunculus aquatilis,29464,3,0.0101808803067839
Ranunculus penicillatus,29464,3,0.0101808803067839
Rhinusa antirrhini,29464,3,0.0101808803067839
Rhynchostegium megapolitanum,29464,3,0.0101808803067839
Rhynchostegium murale,29464,3,0.0101808803067839
Rhytidiadelphus loreus,29464,3,0.0101808803067839
Rosa mollis,29464,3,0.0101808803067839
Rumex longifolius,29464,3,0.0101808803067839
Saldula orthochila,29464,3,0.0101808803067839
Salticus cingulatus,29464,3,0.0101808803067839
Sarcoscypha austriaca,29464,3,0.0101808803067839
Sardinidion blackwalli,29464,3,0.0101808803067839
Scaeva selenitica,29464,3,0.0101808803067839
Scatella paludum,29464,3,0.0101808803067839
Schistidium apocarpum,29464,3,0.0101808803067839
Sciuro-hypnum populeum,29464,3,0.0101808803067839
Scolopostethus affinis,29464,3,0.0101808803067839
Scrobipalpa costella,29464,3,0.0101808803067839
Sedum anglicum,29464,3,0.0101808803067839
Sepedophilus nigripennis,29464,3,0.0101808803067839
Sepsis punctum,29464,3,0.0101808803067839
Sequoia sempervirens,29464,3,0.0101808803067839
Sicus ferrugineus,29464,3,0.0101808803067839
Sitona humeralis,29464,3,0.0101808803067839
Skeletocutis semipileata,29464,3,0.0101808803067839
Sminthurides malmgreni,29464,3,0.0101808803067839
Solieria pacifica,29464,3,0.0101808803067839
Sorbus croceocarpa,29464,3,0.0101808803067839
Sorbus rupicola,29464,3,0.0101808803067839
Spergularia rubra,29464,3,0.0101808803067839
Sphaeroderma testaceum,29464,3,0.0101808803067839
Sphaerophoria interrupta,29464,3,0.0101808803067839
Spinellus fusiger,29464,3,0.0101808803067839
Stathmopoda pedella,29464,3,0.0101808803067839
Stenagostus rhombeus,29464,3,0.0101808803067839
Stenopterapion meliloti,29464,3,0.0101808803067839
Stenus aceris,29464,3,0.0101808803067839
Stenus pusillus,29464,3,0.0101808803067839
Stereum sanguinolentum,29464,3,0.0101808803067839
Stigmella assimilella,29464,3,0.0101808803067839
Stigmella oxyacanthella,29464,3,0.0101808803067839
Stigmella sakhalinella,29464,3,0.0101808803067839
Stigmella tityrella,29464,3,0.0101808803067839
Strobilurus tenacellus,29464,3,0.0101808803067839
Suaeda maritima,29464,3,0.0101808803067839
Suillus grevillei,29464,3,0.0101808803067839
Symphodus melops,29464,3,0.0101808803067839
Symphytum grandiflorum,29464,3,0.0101808803067839
Syngnathus acus,29464,3,0.0101808803067839
Tachina ursina,29464,3,0.0101808803067839
Tachycixius pilosus,29464,3,0.0101808803067839
Tachyporus solutus,29464,3,0.0101808803067839
Tallusia experta,29464,3,0.0101808803067839
Taphrina padi,29464,3,0.0101808803067839
Tellina fabula,29464,3,0.0101808803067839
Tenthredo temula,29464,3,0.0101808803067839
Terellia tussilaginis,29464,3,0.0101808803067839
Tetraphis pellucida,29464,3,0.0101808803067839
Thereva nobilitata,29464,3,0.0101808803067839
Thyreosthenius parasiticus,29464,3,0.0101808803067839
Tiliacea aurago,29464,3,0.0101808803067839
Tiphia minuta,29464,3,0.0101808803067839
Tipula lunata,29464,3,0.0101808803067839
Tomocerus vulgaris,29464,3,0.0101808803067839
Tortula protobryoides,29464,3,0.0101808803067839
Tortula subulata,29464,3,0.0101808803067839
